"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"02-Apr-2001","-","-","-","      960.27","-","-"
"03-Apr-2001","-","-","-","      970.45","-","-"
"04-Apr-2001","-","-","-","      970.06","-","-"
"06-Apr-2001","-","-","-","      968.43","-","-"
"09-Apr-2001","-","-","-","      974.95","-","-"
"10-Apr-2001","-","-","-","      964.02","-","-"
"11-Apr-2001","-","-","-","      977.64","-","-"
"12-Apr-2001","-","-","-","      963.35","-","-"
"16-Apr-2001","-","-","-","      985.97","-","-"
"17-Apr-2001","-","-","-","     1017.88","-","-"
"18-Apr-2001","-","-","-","     1043.69","-","-"
"19-Apr-2001","-","-","-","     1051.72","-","-"
"20-Apr-2001","-","-","-","     1039.52","-","-"
"23-Apr-2001","-","-","-","     1040.88","-","-"
"24-Apr-2001","-","-","-","     1037.48","-","-"
"25-Apr-2001","-","-","-","     1037.13","-","-"
"26-Apr-2001","-","-","-","     1040.23","-","-"
"27-Apr-2001","-","-","-","      996.95","-","-"
"30-Apr-2001","-","-","-","      992.76","-","-"
"02-May-2001","-","-","-","     1012.20","-","-"
"03-May-2001","-","-","-","     1003.26","-","-"
"04-May-2001","-","-","-","     1024.42","-","-"
"07-May-2001","-","-","-","     1048.21","-","-"
"08-May-2001","-","-","-","     1052.51","-","-"
"09-May-2001","-","-","-","     1041.19","-","-"
"10-May-2001","-","-","-","     1075.81","-","-"
"11-May-2001","-","-","-","     1059.35","-","-"
"14-May-2001","-","-","-","     1070.86","-","-"
"15-May-2001","-","-","-","     1063.38","-","-"
"16-May-2001","-","-","-","     1060.41","-","-"
"17-May-2001","-","-","-","     1072.46","-","-"
"18-May-2001","-","-","-","     1061.18","-","-"
"21-May-2001","-","-","-","     1049.76","-","-"
"22-May-2001","-","-","-","     1040.02","-","-"
"23-May-2001","-","-","-","     1046.15","-","-"
"24-May-2001","-","-","-","     1045.19","-","-"
"25-May-2001","-","-","-","     1030.83","-","-"
"28-May-2001","-","-","-","     1041.87","-","-"
"29-May-2001","-","-","-","     1058.39","-","-"
"30-May-2001","-","-","-","     1040.46","-","-"
"31-May-2001","-","-","-","     1034.54","-","-"
"01-Jun-2001","-","-","-","     1021.04","-","-"
"04-Jun-2001","-","-","-","     1012.14","-","-"
"05-Jun-2001","-","-","-","      998.01","-","-"
"06-Jun-2001","-","-","-","     1010.44","-","-"
"07-Jun-2001","-","-","-","     1033.63","-","-"
"08-Jun-2001","-","-","-","     1036.90","-","-"
"11-Jun-2001","-","-","-","     1041.18","-","-"
"12-Jun-2001","-","-","-","     1018.69","-","-"
"13-Jun-2001","-","-","-","     1031.10","-","-"
"14-Jun-2001","-","-","-","     1012.39","-","-"
"15-Jun-2001","-","-","-","      994.41","-","-"
"18-Jun-2001","-","-","-","      978.31","-","-"
"19-Jun-2001","-","-","-","     1008.67","-","-"
"20-Jun-2001","-","-","-","     1022.45","-","-"
"21-Jun-2001","-","-","-","     1028.42","-","-"
"22-Jun-2001","-","-","-","     1015.99","-","-"
"25-Jun-2001","-","-","-","      977.21","-","-"
"26-Jun-2001","-","-","-","      990.77","-","-"
"27-Jun-2001","-","-","-","      991.51","-","-"
"28-Jun-2001","-","-","-","      992.66","-","-"
"29-Jun-2001","-","-","-","      986.95","-","-"
"02-Jul-2001","-","-","-","      987.64","-","-"
"03-Jul-2001","-","-","-","      984.94","-","-"
"04-Jul-2001","-","-","-","      991.96","-","-"
"05-Jul-2001","-","-","-","      991.85","-","-"
"06-Jul-2001","-","-","-","      982.16","-","-"
"09-Jul-2001","-","-","-","      978.61","-","-"
"10-Jul-2001","-","-","-","      971.25","-","-"
"11-Jul-2001","-","-","-","      981.95","-","-"
"12-Jul-2001","-","-","-","     1005.36","-","-"
"13-Jul-2001","-","-","-","     1004.62","-","-"
"16-Jul-2001","-","-","-","     1006.09","-","-"
"17-Jul-2001","-","-","-","      999.32","-","-"
"18-Jul-2001","-","-","-","     1002.94","-","-"
"19-Jul-2001","-","-","-","     1000.27","-","-"
"20-Jul-2001","-","-","-","      984.92","-","-"
"23-Jul-2001","-","-","-","      981.89","-","-"
"24-Jul-2001","-","-","-","      969.27","-","-"
"25-Jul-2001","-","-","-","      963.75","-","-"
"26-Jul-2001","-","-","-","      951.55","-","-"
"27-Jul-2001","-","-","-","      972.85","-","-"
"30-Jul-2001","-","-","-","      966.32","-","-"
"31-Jul-2001","-","-","-","      960.83","-","-"
"01-Aug-2001","-","-","-","      971.52","-","-"
"02-Aug-2001","-","-","-","      972.09","-","-"
"03-Aug-2001","-","-","-","      968.11","-","-"
"06-Aug-2001","-","-","-","      966.43","-","-"
"07-Aug-2001","-","-","-","      963.64","-","-"
"08-Aug-2001","-","-","-","      949.76","-","-"
"09-Aug-2001","-","-","-","      942.72","-","-"
"10-Aug-2001","-","-","-","      953.84","-","-"
"13-Aug-2001","-","-","-","      963.51","-","-"
"14-Aug-2001","-","-","-","      975.12","-","-"
"16-Aug-2001","-","-","-","      967.26","-","-"
"17-Aug-2001","-","-","-","      970.08","-","-"
"20-Aug-2001","-","-","-","      964.36","-","-"
"21-Aug-2001","-","-","-","      954.93","-","-"
"23-Aug-2001","-","-","-","      953.06","-","-"
"24-Aug-2001","-","-","-","      954.17","-","-"
"27-Aug-2001","-","-","-","      954.08","-","-"
"28-Aug-2001","-","-","-","      944.57","-","-"
"29-Aug-2001","-","-","-","      946.29","-","-"
"30-Aug-2001","-","-","-","      938.30","-","-"
"31-Aug-2001","-","-","-","      939.57","-","-"
